Depth,Age,dD
572.55,26532.1,-445.9
573.1,26588.6,-441.1
573.65,26645.1,-448.6
574.2,26701.6,-445.9
574.75,26757,-440.2
575.3,26812.5,-445.8
575.85,26868,-442.2
576.4,26923.6,-443.7
576.95,26979.1,-446
577.5,27034.7,-447.4
578.05,27090.9,-446.9
578.6,27147.2,-440.5
579.15,27203.4,-443.1
579.7,27259.2,-444.6
580.25,27314.9,-447.1
580.8,27370.6,-443.8
581.35,27426.7,-444.8
581.9,27482.8,-444.5
582.45,27538.9,-445.9
583,27592.6,-441.6
583.55,27646.3,-439
584.1,27700,-435.9
584.65,27748.6,-439.3
585.2,27797.2,-427.6
585.75,27845.8,-441.8
586.3,27897.5,-440.5
586.85,27949.2,-438.4
587.4,28000.9,-449.5
587.95,28053,-441.2
588.5,28105.1,-433.4
589.05,28157.1,-432.5
589.6,28205.5,-438
590.15,28253.8,-440
590.7,28302.2,-442.8
591.25,28352.1,-436.6
591.8,28402.1,-439.2
592.35,28452,-445.7
592.9,28505.6,-447.8
593.45,28559.1,-441.3
594,28612.7,-443
594.55,28665.5,-446.1
595.1,28718.4,-443
595.65,28771.3,-438.7
596.2,28819.2,-439.8
596.75,28867.1,-435.6
597.3,28915.1,-433.4
597.85,28962,-438.6
598.4,29008.9,-438.1
598.95,29055.9,-438
599.5,29105.1,-439.7
600.05,29154.4,-443.3
600.6,29203.7,-441.4
601.15,29253.3,-440
601.7,29302.9,-442.2
602.25,29352.5,-436.6
602.8,29399.9,-439.8
603.35,29447.4,-436.2
603.9,29494.9,-438.9
604.45,29541,-436.1
605,29587.1,-435.1
605.55,29633.2,-435.9
606.1,29677.9,-430.8
606.65,29722.5,-438.2
607.2,29767.1,-431.8
607.75,29813,-434.1
608.3,29858.8,-443.2
608.85,29904.6,-439.9
609.4,29951.6,-437.1
609.95,29998.5,-436.7
610.5,30045.4,-437.1
611.05,30090.7,-436.6
611.6,30136.1,-433.5
612.15,30181.4,-436.8
612.7,30230.5,-440.1
613.25,30279.7,-445.7
613.8,30328.8,-443.4
614.35,30380.7,-443
614.9,30432.5,-445.9
615.45,30484.4,-437.1
616,30535.6,-447
616.55,30586.8,-442.3
617.1,30638,-441.9
617.65,30688,-436.6
618.2,30738,-446.5
618.75,30788.1,-438.4
619.3,30838.3,-441.2
619.85,30888.6,-442
620.4,30938.8,-442
620.95,30990,-442.6
621.5,31041.1,-440.1
622.05,31092.2,-440.1
622.6,31142.6,-440.1
623.15,31193,-440.1
623.7,31243.4,-440.1
624.25,31291.6,-432.2
624.8,31339.9,-439
625.35,31388.2,-439.5
625.9,31438.9,-438
626.45,31489.7,-444
627,31540.4,-446.6
627.55,31593.9,-442.7
628.1,31647.5,-443.8
628.65,31701,-447.3
629.2,31753.7,-443.5
629.75,31806.3,-440.4
630.3,31859,-441.4
630.85,31910.8,-440.4
631.4,31962.7,-446.3
631.95,32014.5,-440.5
632.5,32068.2,-449.3
633.05,32122,-442.2
633.6,32175.7,-431.9
634.15,32224.9,-436.8
634.7,32274,-440.3
635.25,32323.1,-438
635.8,32370.8,-429.3
636.35,32418.6,-435.7
636.9,32466.3,-428.3
637.45,32514.5,-437.4
638,32562.7,-438.9
638.55,32610.9,-436.9
639.1,32661.3,-439.9
639.65,32711.6,-436.2
640.2,32762,-437.3
640.75,32811.5,-433.7
641.3,32861.1,-441.2
641.85,32910.7,-434.7
642.4,32961.8,-435.6
642.95,33012.9,-442.1
643.5,33064,-445.8
644.05,33120.5,-443.9
644.6,33177,-443
645.15,33233.6,-446.5
645.7,33288.5,-442.6
646.25,33343.4,-438.7
646.8,33398.4,-442.7
647.35,33450.2,-439.6
647.9,33502,-436.2
648.45,33553.8,-435.3
649,33602,-434.7
649.55,33650.1,-432.3
650.1,33698.3,-435.5
650.65,33745.9,-433.7
651.2,33793.6,-432
651.75,33841.2,-437
652.3,33891.4,-435.5
652.85,33941.6,-438
653.4,33991.8,-436
653.95,34041.6,-435.9
654.5,34091.4,-433.5
655.05,34141.2,-443.2
655.6,34193.9,-435.8
656.15,34246.5,-439.9
656.7,34299.2,-444.5
657.25,34356.1,-444.5
657.8,34413,-444.5
658.35,34469.9,-444.5
658.9,34526.7,-444.5
659.45,34583.4,-442.3
660,34640.2,-438.5
660.55,34694.6,-442.1
661.1,34749,-441.2
661.65,34803.4,-444.9
662.2,34858.5,-441.9
662.75,34913.7,-436.5
663.3,34968.8,-435.5
663.85,35019.5,-438.7
664.4,35070.1,-431.6
664.95,35120.8,-437.4
665.5,35170.9,-433.8
666.05,35221,-433.4
666.6,35271.2,-438.3
667.15,35320.2,-431.4
667.7,35369.1,-431.7
668.25,35418.1,-437.6
668.8,35467.4,-435.6
669.35,35516.8,-433.5
669.9,35566.1,-429.5
670.45,35614.2,-433.5
671,35662.3,-437.9
671.55,35710.5,-433.7
672.1,35757.3,-429.9
672.65,35804.2,-432.5
673.2,35851.1,-436.5
673.75,35899.9,-436.9
674.3,35948.8,-435.8
674.85,35997.6,-428.2
675.4,36046.7,-438.6
675.95,36095.8,-439.5
676.5,36144.8,-434.3
677.05,36192.8,-433.1
677.6,36240.8,-434.8
678.15,36288.8,-439.6
678.7,36341,-436.6
679.25,36393.1,-443
679.8,36445.2,-435.3
680.35,36494.3,-435.6
680.9,36543.4,-436
681.45,36592.5,-435.8
682,36644.1,-442
682.55,36695.8,-439.7
683.1,36747.4,-438.8
683.65,36797.2,-437.5
684.2,36846.9,-434.6
684.75,36896.7,-434.6
685.3,36945.1,-436.1
685.85,36993.6,-436.8
686.4,37042.1,-435.9
686.95,37090,-434.2
687.5,37137.9,-438.3
688.05,37185.9,-436.1
688.6,37233.7,-435.3
689.15,37281.5,-439.6
689.7,37329.3,-440.7
690.25,37377.1,-438.9
690.8,37424.9,-436.7
691.35,37472.7,-429.6
691.9,37515.5,-427.3
692.45,37558.3,-435.1
693,37601.1,-434.9
693.55,37645.1,-435
694.1,37689.2,-427.3
694.65,37733.2,-434.4
695.2,37776,-428.6
695.75,37818.7,-435.1
696.3,37861.5,-428.6
696.85,37904.1,-436.5
697.4,37946.6,-428.7
697.95,37989.1,-430.7
698.5,38027.9,-423.8
699.05,38066.7,-424.6
699.6,38105.5,-425.2
700.15,38142,-418.3
700.7,38178.5,-426
701.25,38215,-418.8
701.8,38250.3,-415.4
702.35,38285.6,-424.5
702.9,38321,-430.6
703.45,38362.9,-431
704,38404.9,-434.8
704.55,38446.8,-423.4
705.1,38485.4,-420.5
705.65,38524,-430.4
706.2,38562.6,-431.1
706.75,38603.4,-433.4
707.3,38644.2,-422.5
707.85,38685,-431.3
708.4,38724.2,-425.3
708.95,38763.5,-427
709.5,38802.7,-429.8
710.05,38841.8,-427.3
710.6,38880.8,-425.9
711.15,38919.9,-426
711.7,38958.3,-425.6
712.25,38996.7,-428.5
712.8,39035.1,-430.7
713.35,39074.8,-432.8
713.9,39114.5,-424.4
714.45,39154.1,-428.9
715,39192.7,-427.1
715.55,39231.4,-426.3
716.1,39270,-434.3
716.65,39308.5,-428.8
717.2,39347.1,-423.2
717.75,39385.6,-436
718.3,39428.5,-434
718.85,39471.4,-436.9
719.4,39514.2,-436
719.95,39557.5,-435.5
720.5,39600.8,-436.9
721.05,39644,-435.5
721.6,39688.7,-435.9
722.15,39733.4,-441.9
722.7,39778.1,-443
723.25,39825.1,-442.4
723.8,39872.1,-436.8
724.35,39919.2,-443.3
724.9,39964.5,-434.7
725.45,40009.9,-438.7
726,40055.3,-434.2
726.55,40098.3,-436.5
727.1,40141.2,-430.9
727.65,40184.2,-437.3
728.2,40227.7,-434.2
728.75,40271.1,-433.3
729.3,40314.5,-439.6
729.85,40360.2,-439
730.4,40405.9,-438.3
730.95,40451.6,-430.9
731.5,40494.5,-433
732.05,40537.3,-431.3
732.6,40580.1,-439.1
733.15,40628.3,-441.2
733.7,40676.5,-440.2
734.25,40724.7,-440.1
734.8,40773.9,-440.8
735.35,40823,-438.4
735.9,40872.2,-436.7
736.45,40922.2,-444.3
737,40972.2,-436.8
737.55,41022.2,-436
738.1,41069.3,-434.5
738.65,41116.4,-433.3
739.2,41163.5,-439.4
739.75,41209.3,-431.7
740.3,41255.2,-426.5
740.85,41301,-433.2
741.4,41348.3,-433.4
741.95,41395.6,-434.9
742.5,41442.8,-439.4
743.05,41492.6,-427.8
743.6,41542.4,-441
744.15,41592.2,-434.7
744.7,41643.8,-440.4
745.25,41695.4,-435.7
745.8,41747,-437.3
746.35,41800.8,-441.9
746.9,41854.5,-438.2
747.45,41908.3,-440.9
748,41963.5,-440.5
748.55,42018.7,-440.6
749.1,42073.9,-442.5
749.65,42129.3,-442.4
750.2,42184.6,-437.4
750.75,42239.9,-441.5
751.3,42292.1,-433.2
751.85,42344.2,-437.2
752.4,42396.4,-438.3
752.95,42447,-433.3
753.5,42497.6,-433.4
754.05,42548.2,-434.7
754.6,42598.9,-438.9
755.15,42649.5,-430.8
755.7,42700.2,-439.3
756.25,42751.7,-433.8
756.8,42803.2,-435.8
757.35,42854.7,-432.6
757.9,42901.9,-428.6
758.45,42949.1,-430.5
759,42996.4,-430.2
759.55,43043.1,-431.3
760.1,43089.8,-427.8
760.65,43136.5,-429.1
761.2,43183.8,-433.2
761.75,43231.1,-429.1
762.3,43278.5,-436.4
762.85,43327.4,-435.8
763.4,43376.3,-426.9
763.95,43425.2,-429.7
764.5,43473.9,-432.3
765.05,43522.6,-435.6
765.6,43571.3,-436.6
766.15,43621.1,-432.4
766.7,43670.9,-433.6
767.25,43720.7,-435.1
767.8,43770.8,-431.5
768.35,43821,-438.8
768.9,43871.1,-440.4
769.45,43921.8,-436.4
770,43972.6,-435.9
770.55,44023.4,-440.8
771.1,44075.3,-440.3
771.65,44127.3,-438.2
772.2,44179.2,-441.3
772.75,44232.2,-441
773.3,44285.2,-439
773.85,44338.2,-436.6
774.4,44387.2,-430.5
774.95,44436.2,-434.1
775.5,44485.2,-440.8
776.05,44536.8,-438.2
776.6,44588.5,-439.2
777.15,44640.1,-435.8
777.7,44689.8,-433.8
778.25,44739.5,-435.9
778.8,44789.1,-435.2
779.35,44838.8,-435.1
779.9,44888.5,-433.8
780.45,44938.2,-434.3
781,44987.2,-434.9
781.55,45036.3,-431.4
782.1,45085.3,-431.1
782.65,45132.2,-428.1
783.2,45179.1,-430.6
783.75,45225.9,-430.4
784.3,45272.6,-429.9
784.85,45319.4,-427.9
785.4,45366.1,-429.1
785.95,45412.4,-427.4
786.5,45458.8,-430.2
787.05,45505.2,-429.8
787.6,45549.9,-419.9
788.15,45594.7,-430.7
788.7,45639.4,-425.5
789.25,45683.4,-428.5
789.8,45727.5,-420.9
790.35,45771.5,-424.4
790.9,45813.6,-420.4
791.45,45855.7,-426
792,45897.8,-413.7
792.55,45938.4,-419.1
793.1,45979,-424.5
793.65,46019.5,-429.5
794.2,46062.5,-423.1
794.75,46105.4,-419.7
795.3,46148.4,-426.6
795.85,46192.5,-426.2
796.4,46236.7,-425
796.95,46280.8,-425.4
797.5,46323.7,-422.5
798.05,46366.6,-422.6
798.6,46409.5,-417.3
799.15,46447.7,-415.6
799.7,46485.9,-412.3
800.25,46524.1,-422.1
800.8,46565.5,-421.3
801.35,46606.8,-418.5
801.9,46648.2,-422.3
802.45,46691.2,-419.7
803,46734.2,-427.8
803.55,46777.2,-427.2
804.1,46823.4,-429.5
804.65,46869.6,-423.5
805.2,46915.8,-426.9
805.75,46961.8,-426.9
806.3,47007.8,-425.3
806.85,47053.8,-428.8
807.4,47101.4,-429.1
807.95,47149,-425.7
808.5,47196.5,-426.9
809.05,47242.1,-418
809.6,47287.7,-428.3
810.15,47333.3,-428.1
810.7,47383.1,-431.2
811.25,47432.8,-427.8
811.8,47482.6,-430.1
812.35,47533.7,-428.7
812.9,47584.8,-430.3
813.45,47635.9,-431.5
814,47686.6,-425.7
814.55,47737.3,-425.9
815.1,47788,-431.1
815.65,47842.3,-434.3
816.2,47896.6,-428.2
816.75,47950.9,-431.8
817.3,48011.7,-442.1
817.85,48072.6,-435.9
818.4,48133.5,-436.5
818.95,48197.1,-439.7
819.5,48260.7,-436
820.05,48324.3,-432.2
820.6,48384.6,-436.3
821.15,48444.8,-429.1
821.7,48505.1,-428.1
822.25,48562.6,-429.1
822.8,48620.1,-432.2
823.35,48677.6,-430.3
823.9,48738.6,-439.5
824.45,48799.5,-433.7
825,48860.5,-429.9
825.55,48921.6,-438.3
826.1,48982.8,-437.4
826.65,49043.9,-430.8
827.2,49099.9,-430.4
827.75,49155.9,-427.5
828.3,49212,-433.8
828.85,49271.1,-434.4
829.4,49330.2,-433.9
829.95,49389.3,-437.4
830.5,49449,-432
831.05,49508.7,-436.7
831.6,49568.4,-434.2
832.15,49628.2,-438.8
832.7,49688,-432.5
833.25,49747.8,-436.2
833.8,49804.3,-431.3
834.35,49860.8,-428.8
834.9,49917.3,-433.6
835.45,49972.4,-433.1
836,50027.5,-424.9
836.55,50082.6,-434.6
837.1,50138.1,-434.4
837.65,50193.7,-426.1
838.2,50249.2,-434.4
838.75,50306.4,-433.3
839.3,50363.7,-437.5
839.85,50420.9,-430.7
840.4,50474.6,-428.2
840.95,50528.3,-430.1
841.5,50582,-427.3
842.05,50636,-430.5
842.6,50690.1,-433.6
843.15,50744.1,-433.4
843.7,50798.6,-430.7
844.25,50853,-430.7
844.8,50907.5,-422.1
845.35,50960.8,-431.4
845.9,51014.1,-433
846.45,51067.5,-437.1
847,51122,-425.8
847.55,51176.5,-430.5
848.1,51231.1,-433.3
848.65,51285.8,-427.9
849.2,51340.5,-433.4
849.75,51395.3,-432.6
850.3,51449.1,-428.5
850.85,51503,-428.6
851.4,51556.8,-435.5
851.95,51613.3,-432.7
852.5,51669.9,-432.7
853.05,51726.4,-431.7
853.6,51780.6,-430.1
854.15,51834.8,-430.5
854.7,51889,-429
855.25,51942,-431.7
855.8,51995.1,-428
856.35,52048.1,-426.9
856.9,52099.4,-424.2
857.45,52150.8,-432.9
858,52202.1,-427.8
858.55,52254.5,-432.5
859.1,52306.8,-425
859.65,52359.2,-428.2
860.2,52408.8,-421.2
860.75,52458.4,-429.2
861.3,52508,-425.9
861.85,52555.3,-424.1
862.4,52602.6,-415.9
862.95,52649.9,-426.5
863.5,52696.8,-419.7
864.05,52743.7,-425.7
864.6,52790.7,-432
865.15,52841.4,-426.2
865.7,52892.2,-429.5
866.25,52942.9,-426.2
866.8,52991.6,-428.8
867.35,53040.4,-424.7
867.9,53089.1,-422.2
868.45,53137.3,-430.6
869,53185.5,-424.1
869.55,53233.7,-426.4
870.1,53280.9,-419.9
870.65,53328.2,-428.6
871.2,53375.4,-424.9
871.75,53420.9,-415.8
872.3,53466.5,-424.9
872.85,53512,-425.3
873.4,53561.2,-428
873.95,53610.5,-429.2
874.5,53659.7,-426.2
875.05,53704.5,-413.6
875.6,53749.2,-422.7
876.15,53794,-425.3
876.7,53838.6,-418.6
877.25,53883.2,-420.6
877.8,53927.8,-418.3
878.35,53970.6,-419.2
878.9,54013.4,-417.8
879.45,54056.2,-417.6
880,54099.3,-418
880.55,54142.4,-419.8
881.1,54185.5,-425.2
881.65,54232.9,-425.9
882.2,54280.4,-424.6
882.75,54327.8,-431.3
883.3,54378.2,-429.4
883.85,54428.7,-428.1
884.4,54479.1,-421.3
884.95,54525.3,-425.6
885.5,54571.5,-421.3
886.05,54617.6,-427.2
886.6,54666.1,-425.6
887.15,54714.5,-428.1
887.7,54763,-427.1
888.25,54811.6,-430
888.8,54860.2,-422
889.35,54908.8,-423.8
889.9,54955.3,-423
890.45,55001.7,-420.5
891,55048.2,-430.3
891.55,55099.1,-429.5
892.1,55150,-429.2
892.65,55200.9,-432.5
893.2,55253.8,-432.5
893.75,55306.7,-428.8
894.3,55359.6,-433.8
894.85,55414.4,-435.5
895.4,55469.2,-432.3
895.95,55524,-432.4
896.5,55574.3,-423.6
897.05,55624.6,-427.6
897.6,55674.9,-428.6
898.15,55723.5,-424.8
898.7,55772.2,-422.7
899.25,55820.8,-429.6
899.8,55871.2,-428.9
900.35,55921.5,-424.2
900.9,55971.9,-430.3
901.45,56022.7,-429.1
902,56073.4,-426
902.55,56124.2,-427.5
903.1,56176.9,-434.9
903.65,56229.5,-428.7
904.2,56282.2,-428.6
904.75,56334.4,-428.8
905.3,56386.5,-431.1
905.85,56438.7,-432.2
906.4,56495.5,-435.5
906.95,56552.3,-438
907.5,56609,-431.9
908.05,56665.2,-432.1
908.6,56721.3,-436.8
909.15,56777.4,-438.3
909.7,56834.3,-428.4
910.25,56891.1,-440.1
910.8,56947.9,-432.2
911.35,57001.4,-431.7
911.9,57054.8,-427
912.45,57108.3,-429.2
913,57161.7,-436.5
913.55,57215.1,-427.7
914.1,57268.5,-429.9
914.65,57321,-430.5
915.2,57373.5,-431.2
915.75,57426,-427.7
916.3,57477.7,-426.6
916.85,57529.4,-433.6
917.4,57581.1,-427
917.95,57631.9,-431
918.5,57682.6,-426
919.05,57733.4,-424.6
919.6,57781.4,-427.2
920.15,57829.5,-419.7
920.7,57877.5,-428.8
921.25,57926.2,-425.3
921.8,57974.8,-426
922.35,58023.5,-422.1
922.9,58069.2,-418.9
923.45,58115,-423.7
924,58160.8,-417.5
924.55,58206.6,-421.9
925.1,58252.4,-421.2
925.65,58298.2,-434.6
926.2,58348.3,-427.7
926.75,58398.4,-423.5
927.3,58448.5,-422.2
927.85,58497,-426.3
928.4,58545.4,-427.4
928.95,58593.8,-422.6
929.5,58641.4,-419
930.05,58688.9,-429.4
930.6,58736.4,-430.7
931.15,58787.1,-428.6
931.7,58837.8,-425
932.25,58888.5,-424.8
932.8,58936.1,-423.4
933.35,58983.8,-424.2
933.9,59031.4,-419
934.45,59077.7,-427
935,59123.9,-419.2
935.55,59170.2,-423.4
936.1,59214.6,-413.9
936.65,59258.9,-423.7
937.2,59303.3,-417.6
937.75,59347.3,-416.9
938.3,59391.3,-422.6
938.85,59435.3,-421.4
939.4,59480.5,-426
939.95,59525.8,-416.3
940.5,59571.1,-414.9
941.05,59614.1,-418.5
941.6,59657.1,-420
942.15,59700.1,-421.2
942.7,59744.5,-416.6
943.25,59788.9,-422.9
943.8,59833.3,-422.1
944.35,59879.6,-423.8
944.9,59925.8,-422
945.45,59972.1,-422.7
946,60017.8,-422.1
946.55,60063.4,-421.5
947.1,60109,-419.7
947.65,60155.4,-419.4
948.2,60201.7,-429.8
948.75,60248.1,-414.3
949.3,60293.4,-424.2
949.85,60338.7,-424.8
950.4,60384.1,-431.1
950.95,60431,-423.8
951.5,60477.9,-416
952.05,60524.8,-424.9
952.6,60572,-426.5
953.15,60619.3,-424.3
953.7,60666.5,-422.2
954.25,60715.2,-430.1
954.8,60763.8,-428.6
955.35,60812.4,-419
955.9,60857.5,-422.5
956.45,60902.7,-422.6
957,60947.8,-421.4
957.55,60995.9,-430.8
958.1,61044.1,-425.2
958.65,61092.2,-427.8
959.2,61141.9,-427.1
959.75,61191.6,-430.6
960.3,61241.3,-431.1
960.85,61291.3,-428.6
961.4,61341.3,-427
961.95,61391.2,-432
962.5,61440.6,-428.9
963.05,61490,-424.5
963.6,61539.4,-430.6
964.15,61587.4,-427.4
964.7,61635.5,-423.4
965.25,61683.5,-421.7
965.8,61731.5,-430.4
966.35,61779.5,-428.5
966.9,61827.6,-430.5
967.45,61877.4,-432.2
968,61927.3,-427.1
968.55,61977.1,-425.7
969.1,62026.5,-429.8
969.65,62075.8,-433.7
970.2,62125.2,-425.5
970.75,62174.1,-429.8
971.3,62222.9,-428.1
971.85,62271.8,-429.5
972.4,62321.9,-430.9
972.95,62372,-431.3
973.5,62422.1,-429
974.05,62473.9,-435.7
974.6,62525.6,-432.6
975.15,62577.3,-428.7
975.7,62628.5,-431.6
976.25,62679.6,-433.6
976.8,62730.7,-432.1
977.35,62782.2,-430.5
977.9,62833.7,-432.7
978.45,62885.2,-433.6
979,62939.8,-437.2
979.55,62994.4,-436.3
980.1,63049,-440.7
980.65,63104.9,-436
981.2,63160.8,-434.6
981.75,63216.7,-435.3
982.3,63272.4,-436.1
982.85,63328,-438.6
983.4,63383.7,-440.2
983.95,63439.3,-438.4
984.5,63494.8,-430.4
985.05,63550.4,-440.5
985.6,63609.3,-440.4
986.15,63668.2,-440.1
986.7,63727.1,-438.2
987.25,63785.4,-436.4
987.8,63843.7,-442.1
988.35,63902,-443.9
988.9,63962.1,-438.6
989.45,64022.2,-437.5
990,64082.2,-448.3
990.55,64146.3,-442.7
991.1,64210.3,-442.4
991.65,64274.4,-443.6
992.2,64336.7,-440.8
992.75,64399,-442.9
993.3,64461.3,-441.4
993.85,64521.1,-440.1
994.4,64580.9,-438
994.95,64640.7,-427
995.5,64693.8,-427.9
996.05,64746.9,-437.1
996.6,64799.9,-426.7
997.15,64856,-440.3
997.7,64912.2,-434.3
998.25,64968.3,-434.2
998.8,65023.1,-429.7
999.35,65077.9,-431.7
999.9,65132.7,-438.3
1000.45,65194,-441.6
1001,65255.4,-437.4
1001.55,65316.8,-439.8
1002.1,65380.1,-443.1
1002.65,65443.5,-439.4
1003.2,65506.9,-436.6
1003.75,65570,-440.1
1004.3,65633.1,-441.9
1004.85,65696.2,-437.6
1005.4,65760,-442.7
1005.95,65823.8,-437
1006.5,65887.5,-443.3
1007.05,65953.2,-441.3
1007.6,66018.9,-440.2
1008.15,66084.7,-440.6
1008.7,66146.5,-433.5
1009.25,66208.2,-433.5
1009.8,66270,-446
1010.35,66335.8,-437.4
1010.9,66401.6,-441.5
1011.45,66467.3,-439.3
1012,66534.2,-442.2
1012.55,66601.1,-443.9
1013.1,66668,-440.1
1013.65,66734.4,-444.8
1014.2,66800.9,-438.1
1014.75,66867.4,-441.4
1015.3,66935.2,-443.6
1015.85,67003.1,-445
1016.4,67071,-440.1
1016.95,67138.9,-443.2
1017.5,67206.7,-445
1018.05,67274.6,-444.4
1018.6,67343.5,-442.5
1019.15,67412.4,-446.4
1019.7,67481.4,-442.7
1020.25,67547.1,-442.2
1020.8,67612.8,-440.5
1021.35,67678.5,-441.8
1021.9,67742.1,-434.6
1022.45,67805.7,-445.9
1023,67869.3,-439.6
1023.55,67932.9,-438.3
1024.1,67996.5,-442.9
1024.65,68060.1,-443
1025.2,68124,-438.6
1025.75,68187.8,-441.7
1026.3,68251.7,-445.4
1026.85,68317.1,-440.6
1027.4,68382.5,-444.1
1027.95,68448,-443.3
1028.5,68512.9,-444.4
1029.05,68577.9,-440.9
1029.6,68642.9,-441.2
1030.15,68706.5,-444.2
1030.7,68770.1,-440.5
1031.25,68833.6,-434.6
1031.8,68895.6,-442.5
1032.35,68957.6,-442.6
1032.9,69019.5,-443.8
1033.45,69079.6,-430.5
1034,69139.6,-441.1
1034.55,69199.7,-439.5
1035.1,69261.1,-437.5
1035.65,69322.5,-442.3
1036.2,69383.9,-445.8
1036.75,69450.1,-445.1
1037.3,69516.4,-443.9
1037.85,69582.6,-434.7
1038.4,69639.6,-436.2
1038.95,69696.6,-435.5
1039.5,69753.6,-433.5
1040.05,69810.6,-436.9
1040.6,69867.6,-434.6
1041.15,69924.6,-439.7
1041.7,69985.8,-436.9
1042.25,70047,-444.7
1042.8,70108.1,-441.9
1043.35,70172.2,-441.7
1043.9,70236.3,-446.5
1044.45,70300.4,-441.3
1045,70364.3,-446.3
1045.55,70428.2,-440.7
1046.1,70492,-443.6
1046.65,70554.5,-442.2
1047.2,70616.9,-441.6
1047.75,70679.4,-431.7
1048.3,70737.4,-439.2
1048.85,70795.4,-441.1
1049.4,70853.4,-438.3
1049.95,70908.3,-429.6
1050.5,70963.3,-433.7
1051.05,71018.3,-431.8
1051.6,71074.1,-435.9
1052.15,71129.9,-436.7
1052.7,71185.7,-433.2
1053.25,71240.8,-434.4
1053.8,71296,-432.3
1054.35,71351.1,-434.6
1054.9,71403.8,-429
1055.45,71456.6,-428.2
1056,71509.4,-433.6
1056.55,71561.4,-425.9
1057.1,71613.4,-428.4
1057.65,71665.4,-427.9
1058.2,71714.3,-426.7
1058.75,71763.2,-419.4
1059.3,71812,-424.5
1059.85,71859.4,-421.9
1060.4,71906.7,-422
1060.95,71954.1,-418.5
1061.5,72000.1,-421.2
1062.05,72046.2,-421.4
1062.6,72092.2,-424.1
1063.15,72142.6,-420.7
1063.7,72192.9,-434.7
1064.25,72243.2,-432
1064.8,72294.7,-419.7
1065.35,72346.2,-430.9
1065.9,72397.7,-426.8
1066.45,72447.8,-425.6
1067,72497.9,-424.4
1067.55,72548.1,-424.6
1068.1,72600.7,-430.7
1068.65,72653.2,-431.6
1069.2,72705.8,-429.1
1069.75,72757.2,-429.7
1070.3,72808.5,-423.5
1070.85,72859.8,-428.7
1071.4,72912.1,-429.5
1071.95,72964.3,-428.4
1072.5,73016.6,-430.5
1073.05,73069.3,-429.9
1073.6,73122,-428.1
1074.15,73174.7,-431.1
1074.7,73228.7,-432.3
1075.25,73282.7,-430.2
1075.8,73336.8,-437
1076.35,73392.5,-430.9
1076.9,73448.2,-434.2
1077.45,73503.8,-432.5
1078,73562.7,-438.2
1078.55,73621.5,-442.2
1079.1,73680.3,-436.2
1079.65,73739.4,-437.7
1080.2,73798.6,-438.8
1080.75,73857.7,-438
1081.3,73915.1,-434.8
1081.85,73972.5,-434.5
1082.4,74029.8,-434.7
1082.95,74085.3,-433.4
1083.5,74140.8,-431.9
1084.05,74196.3,-434.9
1084.6,74249.9,-428.4
1085.15,74303.5,-430.3
1085.7,74357.1,-428
1086.25,74410.3,-427.6
1086.8,74463.4,-434.3
1087.35,74516.5,-425.9
1087.9,74569.5,-431.6
1088.45,74622.4,-427.7
1089,74675.4,-433.4
1089.55,74728.5,-422.1
1090.1,74781.7,-430.5
1090.65,74834.8,-426.4
1091.2,74886.6,-426.4
1091.75,74938.5,-425.7
1092.3,74990.4,-428.8
1092.85,75041.5,-425.3
1093.4,75092.7,-424.9
1093.95,75143.9,-414.2
1094.5,75191,-421.4
1095.05,75238.1,-422.2
1095.6,75285.3,-422.4
1096.15,75333.1,-418
1096.7,75380.9,-423.3
1097.25,75428.7,-416.1
1097.8,75475.7,-419.4
1098.35,75522.7,-424.3
1098.9,75569.8,-418.6
1099.45,75616.4,-420
1100,75663.1,-418.9
1100.55,75709.8,-415.9
1101.1,75753.1,-410.1
1101.65,75796.5,-416.9
1102.2,75839.8,-413.5
1102.75,75885,-415.7
1103.3,75930.2,-422.7
1103.85,75975.4,-420.9
1104.4,76023.9,-420.7
1104.95,76072.4,-423.5
1105.5,76120.9,-421.2
1106.05,76170.9,-425.9
1106.6,76220.9,-420.3
1107.15,76270.8,-429.3
1107.7,76323,-426.6
1108.25,76375.2,-424.4
1108.8,76427.4,-424.2
1109.35,76479,-425.2
1109.9,76530.5,-425.9
1110.45,76582,-425.3
1111,76636,-429.1
1111.55,76689.9,-429.4
1112.1,76743.9,-426.7
1112.65,76799.1,-431.2
1113.2,76854.4,-428.6
1113.75,76909.6,-434
1114.3,76968.5,-430.2
1114.85,77027.4,-435.2
1115.4,77086.2,-437.3
1115.95,77145.7,-434.2
1116.5,77205.1,-430.2
1117.05,77264.5,-431.6
1117.6,77319.6,-427.9
1118.15,77374.7,-427.5
1118.7,77429.8,-434.8
1119.25,77486.9,-431.2
1119.8,77544,-430.2
1120.35,77601.2,-426.3
1120.9,77656.9,-427.4
1121.45,77712.7,-438.4
1122,77768.5,-425.7
1122.55,77822.6,-431.7
1123.1,77876.8,-426.4
1123.65,77930.9,-428.1
1124.2,77986.5,-433
1124.75,78042.1,-431.6
1125.3,78097.7,-429.8
1125.85,78151.9,-431.3
1126.4,78206,-427.2
1126.95,78260.2,-426.3
1127.5,78311.6,-426.1
1128.05,78363.1,-426.7
1128.6,78414.5,-430.7
1129.15,78465,-420.9
1129.7,78515.5,-428.3
1130.25,78566,-424.6
1130.8,78615.7,-424
