Depth,Age,dD
1131.35,78665.4,-427.9
1131.9,78715,-432.6
1132.45,78767.5,-428.7
1133,78820,-428.9
1133.55,78872.5,-432.4
1134.1,78925.7,-432.5
1134.65,78978.8,-431.1
1135.2,79032,-428.5
1135.75,79082.8,-430.4
1136.3,79133.7,-428.9
1136.85,79184.6,-429.9
1137.4,79233.7,-425.9
1137.95,79282.7,-427.5
1138.5,79331.8,-430.1
1139.05,79379.7,-424.4
1139.6,79427.7,-424.8
1140.15,79475.7,-434.8
1140.7,79524.6,-430.2
1141.25,79573.5,-421.8
1141.8,79622.3,-424
1142.35,79668.7,-427.1
1142.9,79715,-427.2
1143.45,79761.4,-422.4
1144,79806,-424.4
1144.55,79850.6,-423.1
1145.1,79895.2,-419.9
1145.65,79939.3,-421
1146.2,79983.4,-428.4
1146.75,80027.5,-422.9
1147.3,80072.9,-424.3
1147.85,80118.3,-424.5
1148.4,80163.6,-433.5
1148.95,80209.7,-420.6
1149.5,80255.7,-426.9
1150.05,80301.7,-421.3
1150.6,80345.3,-428.2
1151.15,80389,-417.1
1151.7,80432.7,-419.8
1152.25,80474.8,-419.1
1152.8,80517,-424.1
1153.35,80559.2,-420.3
1153.9,80603.3,-428.4
1154.45,80647.4,-418.8
1155,80691.6,-426.6
1155.55,80733.1,-416.1
1156.1,80774.6,-414.9
1156.65,80816.1,-424.1
1157.2,80859.7,-421.4
1157.75,80903.2,-423.3
1158.3,80946.8,-425.3
1158.85,80990.7,-423.4
1159.4,81034.7,-419.8
1159.95,81078.6,-420.2
1160.5,81119.9,-420.1
1161.05,81161.3,-413.4
1161.6,81202.6,-426.5
1162.15,81246.3,-418.4
1162.7,81290.1,-423.1
1163.25,81333.9,-416.9
1163.8,81376.5,-420.2
1164.35,81419.1,-422.3
1164.9,81461.6,-420.8
1165.45,81504.7,-421
1166,81547.8,-419.9
1166.55,81590.9,-417
1167.1,81633.1,-418.7
1167.65,81675.3,-421.6
1168.2,81717.6,-417.7
1168.75,81760.8,-418.9
1169.3,81804,-423.9
1169.85,81847.1,-419.2
1170.4,81891.9,-423.8
1170.95,81936.6,-422.5
1171.5,81981.3,-419.1
1172.05,82026.7,-423.8
1172.6,82072.1,-424.6
1173.15,82117.4,-421.1
1173.7,82160.3,-418.7
1174.25,82203.2,-414.2
1174.8,82246.1,-416.9
1175.35,82290.3,-422.4
1175.9,82334.5,-422.1
1176.45,82378.7,-417
1177,82421.4,-417
1177.55,82464,-417
1178.1,82506.7,-419.6
1178.65,82547,-406.6
1179.2,82587.4,-415.6
1179.75,82627.8,-411
1180.3,82669.2,-416
1180.85,82710.5,-415.2
1181.4,82751.9,-414.3
1181.95,82795.3,-421
1182.5,82838.8,-416.3
1183.05,82882.3,-418.3
1183.6,82925.5,-413
1184.15,82968.6,-419.2
1184.7,83011.8,-413.8
1185.25,83052.8,-414.2
1185.8,83093.8,-408.5
1186.35,83134.8,-409.4
1186.9,83174.6,-412.5
1187.45,83214.4,-408.4
1188,83254.1,-412.2
1188.55,83295.2,-413.9
1189.1,83336.2,-408.9
1189.65,83377.3,-417.1
1190.2,83417.5,-412.2
1190.75,83457.7,-402.6
1191.3,83497.9,-413.4
1191.85,83538.4,-412.1
1192.4,83578.8,-407.2
1192.95,83619.2,-411.5
1193.5,83660.8,-413.1
1194.05,83702.3,-413
1194.6,83743.8,-409.4
1195.15,83784.5,-414.3
1195.7,83825.2,-405.5
1196.25,83865.9,-411.7
1196.8,83904.8,-405.4
1197.35,83943.7,-406.4
1197.9,83982.6,-407.1
1198.45,84021.1,-407.5
1199,84059.6,-405.3
1199.55,84098.1,-404.3
1200.1,84138.4,-412.6
1200.65,84178.7,-411
1201.2,84219,-411.9
1201.75,84260.8,-414.8
1202.3,84302.6,-407.5
1202.85,84344.5,-415.1
1203.4,84387.1,-412.3
1203.95,84429.7,-410.7
1204.5,84472.3,-412.8
1205.05,84512.2,-405.8
1205.6,84552.2,-405.5
1206.15,84592.1,-418.7
1206.7,84635.7,-410.8
1207.25,84679.3,-414.1
1207.8,84722.9,-411.1
1208.35,84764.2,-404.9
1208.9,84805.4,-415
1209.45,84846.7,-410.6
1210,84889.7,-415.5
1210.55,84932.7,-410.1
1211.1,84975.7,-419.9
1211.65,85021.1,-413.3
1212.2,85066.4,-416
1212.75,85111.8,-417.2
1213.3,85155.5,-411.2
1213.85,85199.2,-411.9
1214.4,85242.8,-416.3
1214.95,85287.1,-413.5
1215.5,85331.3,-414.9
1216.05,85375.6,-412
1216.6,85418.3,-410.2
1217.15,85461,-413.7
1217.7,85503.7,-416.4
1218.25,85549.6,-420.5
1218.8,85595.5,-415.9
1219.35,85641.4,-409.9
1219.9,85687.7,-422.6
1220.45,85733.9,-418.2
1221,85780.2,-416.4
1221.55,85827,-418.3
1222.1,85873.8,-419.7
1222.65,85920.6,-416
1223.2,85964.2,-406.2
1223.75,86007.9,-419.5
1224.3,86051.6,-418.5
1224.85,86098.5,-417.4
1225.4,86145.4,-418.3
1225.95,86192.2,-421.9
1226.5,86239.2,-414.4
1227.05,86286.3,-420.8
1227.6,86333.3,-420.3
1228.15,86380.8,-420.4
1228.7,86428.3,-417.4
1229.25,86475.8,-419
1229.8,86524.5,-423.1
1230.35,86573.1,-422.5
1230.9,86621.8,-422.1
1231.45,86669.8,-422
1232,86717.9,-417.9
1232.55,86765.9,-419.1
1233.1,86812.8,-420.6
1233.65,86859.7,-416.8
1234.2,86906.6,-425.7
1234.75,86955.8,-421.9
1235.3,87005,-422.3
1235.85,87054.2,-422.5
1236.4,87103.2,-420.4
1236.95,87152.2,-425.4
1237.5,87201.2,-424.6
1238.05,87253,-426.5
1238.6,87304.7,-428.1
1239.15,87356.4,-428.5
1239.7,87406.6,-419
1240.25,87456.7,-427.1
1240.8,87506.9,-425.3
1241.35,87557.2,-427
1241.9,87607.5,-422.5
1242.45,87657.8,-429.8
1243,87710,-424.6
1243.55,87762.3,-430.3
1244.1,87814.5,-433.7
1244.65,87872.4,-436.3
1245.2,87930.2,-435.9
1245.75,87988.1,-430.1
1246.3,88040.1,-423.6
1246.85,88092.2,-430.6
1247.4,88144.2,-432.7
1247.95,88198.1,-429.5
1248.5,88251.9,-431.8
1249.05,88305.8,-424.1
1249.6,88358.9,-435.4
1250.15,88411.9,-425.8
1250.7,88465,-432.6
1251.25,88518.5,-429.9
1251.8,88572,-427
1252.35,88625.5,-425.5
1252.9,88677.4,-425.2
1253.45,88729.2,-430.3
1254,88781.1,-429.9
1254.55,88835.1,-426.4
1255.1,88889.2,-432.1
1255.65,88943.2,-425.6
1256.2,88997.2,-429.3
1256.75,89051.3,-432.9
1257.3,89105.3,-424.9
1257.85,89158.4,-427.7
1258.4,89211.6,-428.4
1258.95,89264.7,-424.9
1259.5,89315.1,-422.3
1260.05,89365.4,-424.4
1260.6,89415.8,-421.3
1261.15,89465.6,-423.9
1261.7,89515.4,-421.3
1262.25,89565.3,-429.4
1262.8,89618.8,-428.5
1263.35,89672.4,-424.6
1263.9,89726,-427.3
1264.45,89777.4,-427.7
1265,89828.8,-418.7
1265.55,89880.1,-420
1266.1,89928.6,-421.4
1266.65,89977,-419.7
1267.2,90025.4,-421
1267.75,90076.5,-422.2
1268.3,90127.6,-428.1
1268.85,90178.8,-427.4
1269.4,90229.4,-419.2
1269.95,90280,-421.7
1270.5,90330.6,-422
1271.05,90379.9,-423.8
1271.6,90429.3,-418.8
1272.15,90478.7,-413.9
1272.7,90527,-420.7
1273.25,90575.3,-423
1273.8,90623.6,-423.4
1274.35,90674.2,-423
1274.9,90724.7,-423.4
1275.45,90775.3,-414.4
1276,90826.6,-428.9
1276.55,90877.8,-425.8
1277.1,90929.1,-422.5
1277.65,90980.9,-420
1278.2,91032.7,-431.3
1278.75,91084.5,-430.2
1279.3,91139.8,-428.9
1279.85,91195.1,-427.9
1280.4,91250.4,-426.1
1280.95,91301.1,-424.4
1281.5,91351.8,-419.8
1282.05,91402.5,-421.5
1282.6,91453.4,-424.6
1283.15,91504.3,-424.8
1283.7,91555.1,-421.5
1284.25,91608.5,-430.2
1284.8,91661.9,-425.1
1285.35,91715.3,-428.6
1285.9,91769.5,-425.8
1286.45,91823.8,-425.5
1287,91878.1,-431
1287.55,91929.1,-415.8
1288.1,91980.1,-420.2
1288.65,92031.1,-424.1
1289.2,92084.1,-426.8
1289.75,92137.2,-427.7
1290.3,92190.2,-422.1
1290.85,92241.4,-424.6
1291.4,92292.7,-424.2
1291.95,92343.9,-419.9
1292.5,92393.1,-422.3
1293.05,92442.3,-422.6
1293.6,92491.6,-422.5
1294.15,92542.4,-425.1
1294.7,92593.3,-425.6
1295.25,92644.2,-424.3
1295.8,92692.5,-422.1
1296.35,92740.7,-415.2
1296.9,92789,-421.6
1297.45,92837.4,-424.3
1298,92885.7,-419.7
1298.55,92934.1,-421
1299.1,92981.7,-415.7
1299.65,93029.3,-425.9
1300.2,93076.9,-418.6
1300.75,93123.9,-419.9
1301.3,93170.8,-419.7
1301.85,93217.8,-419.2
1302.4,93266.9,-422.7
1302.95,93316,-426.8
1303.5,93365.1,-418
1304.05,93413.6,-422.4
1304.6,93462,-421.4
1305.15,93510.5,-424
1305.7,93557.3,-416.7
1306.25,93604.1,-415.8
1306.8,93650.9,-417.8
1307.35,93697.8,-417.2
1307.9,93744.6,-419.1
1308.45,93791.4,-426
1309,93840.5,-420.7
1309.55,93889.7,-419.7
1310.1,93938.9,-411.5
1310.65,93986.5,-423.7
1311.2,94034.1,-418.8
1311.75,94081.7,-417
1312.3,94129.8,-419.1
1312.85,94177.9,-419.5
1313.4,94226.1,-418.4
1313.95,94273.6,-416.4
1314.5,94321.1,-416.7
1315.05,94368.7,-415.2
1315.6,94417.5,-415.7
1316.15,94466.2,-424.1
1316.7,94515,-414.3
1317.25,94564.6,-418
1317.8,94614.2,-422.9
1318.35,94663.9,-415.8
1318.9,94714.1,-420
1319.45,94764.3,-420.1
1320,94814.5,-420.7
1320.55,94867.8,-427.2
1321.1,94921,-418.5
1321.65,94974.3,-414
1322.2,95019,-406.7
1322.75,95063.7,-408.4
1323.3,95108.5,-415.4
1323.85,95155.2,-410.8
1324.4,95202,-412.1
1324.95,95248.8,-416.9
1325.5,95297.9,-415.2
1326.05,95347.1,-415
1326.6,95396.3,-419.3
1327.15,95449.4,-422.7
1327.7,95502.5,-420
1328.25,95555.7,-420.6
1328.8,95609.4,-422.4
1329.35,95663.1,-420.3
1329.9,95716.8,-419.9
1330.45,95770.3,-422.6
1331,95823.7,-417.6
1331.55,95877.1,-420.5
1332.1,95930.3,-422
1332.65,95983.6,-415.7
1333.2,96036.8,-420.2
1333.75,96088.9,-422.2
1334.3,96141.1,-409.7
1334.85,96193.2,-419.1
1335.4,96247.2,-425.6
1335.95,96301.3,-415.2
1336.5,96355.3,-419.2
1337.05,96406.9,-416.3
1337.6,96458.5,-412.7
1338.15,96510.1,-418
1338.7,96564.7,-421.8
1339.25,96619.4,-419.6
1339.8,96674,-412.5
1340.35,96728.9,-425.5
1340.9,96783.8,-421.3
1341.45,96838.6,-418.8
1342,96892.4,-413.3
1342.55,96946.1,-423.2
1343.1,96999.9,-416.1
1343.65,97053.3,-419.2
1344.2,97106.7,-415.8
1344.75,97160.1,-418.7
1345.3,97214.8,-418.6
1345.85,97269.6,-424.7
1346.4,97324.4,-411.7
1346.95,97377.1,-421.1
1347.5,97429.9,-415.7
1348.05,97482.7,-416.3
1348.6,97534.2,-415.7
1349.15,97585.7,-416.6
1349.7,97637.2,-415.4
1350.25,97690.1,-420.7
1350.8,97743,-419.4
1351.35,97795.9,-413.4
1351.9,97848.9,-423.2
1352.45,97901.9,-418.8
1353,97954.9,-419.6
1353.55,98004.8,-410.8
1354.1,98054.6,-415.6
1354.65,98104.4,-419.2
1355.2,98157.5,-421.2
1355.75,98210.5,-420.6
1356.3,98263.6,-419.1
1356.85,98313.2,-413.3
1357.4,98362.7,-417.2
1357.95,98412.3,-415.4
1358.5,98462.4,-423.1
1359.05,98512.4,-412.5
1359.6,98562.4,-422.6
1360.15,98612.5,-418.2
1360.7,98662.5,-418
1361.25,98712.6,-412.8
1361.8,98759.7,-418.3
1362.35,98806.9,-412.5
1362.9,98854.1,-419.4
1363.45,98904.3,-422.5
1364,98954.6,-421.4
1364.55,99004.9,-417.7
1365.1,99053.9,-422.3
1365.65,99102.8,-417.3
1366.2,99151.8,-424.5
1366.75,99200.3,-416.4
1367.3,99248.8,-418.7
1367.85,99297.3,-418.5
1368.4,99347.4,-425.8
1368.95,99397.5,-424.1
1369.5,99447.6,-421.5
1370.05,99496,-418.8
1370.6,99544.4,-422.2
1371.15,99592.7,-420.9
1371.7,99639,-418.7
1372.25,99685.2,-415.7
1372.8,99731.4,-421.8
1373.35,99776.6,-415.7
1373.9,99821.8,-415.5
1374.45,99866.9,-418
1375,99913.1,-417.7
1375.55,99959.2,-424.2
1376.1,100005,-416.3
1376.65,100050,-420.7
1377.2,100095,-416.4
1377.75,100140,-414.9
1378.3,100184,-419.8
1378.85,100228,-416.5
1379.4,100272,-413.8
1379.95,100316,-419
1380.5,100360,-417.4
1381.05,100403,-419.1
1381.6,100446,-413.2
1382.15,100490,-418.5
1382.7,100533,-414.6
1383.25,100576,-420.5
1383.8,100620,-417.9
1384.35,100664,-417.2
1384.9,100707,-416.3
1385.45,100750,-416.2
1386,100793,-414
1386.55,100837,-421.3
1387.1,100881,-420
1387.65,100925,-421.5
1388.2,100970,-419.9
1388.75,101014,-415.9
1389.3,101059,-416.7
1389.85,101100,-413.2
1390.4,101142,-411.7
1390.95,101183,-414.7
1391.5,101223,-407.1
1392.05,101263,-411.1
1392.6,101302,-417.5
1393.15,101346,-413.7
1393.7,101389,-419.5
1394.25,101432,-417.3
1394.8,101476,-418.6
1395.35,101520,-415
1395.9,101564,-418.3
1396.45,101607,-416.5
1397,101651,-416.5
1397.55,101694,-416
1398.1,101739,-420.6
1398.65,101783,-418
1399.2,101828,-416.9
1399.75,101872,-415.9
1400.3,101917,-419.9
1400.85,101961,-427.6
1401.4,102008,-418.9
1401.95,102055,-419.5
1402.5,102102,-421.3
1403.05,102148,-419.7
1403.6,102194,-419.1
1404.15,102240,-423.2
1404.7,102287,-416.4
1405.25,102333,-423.6
1405.8,102380,-424
1406.35,102429,-423.8
1406.9,102477,-422
1407.45,102526,-419.3
1408,102575,-426.3
1408.55,102623,-425
1409.1,102672,-427.9
1409.65,102724,-422.3
1410.2,102776,-432.5
1410.75,102828,-431.1
1411.3,102883,-428.2
1411.85,102939,-434.8
1412.4,102995,-432.6
1412.95,103051,-429.4
1413.5,103108,-434.5
1414.05,103164,-425.7
1414.6,103218,-432.1
1415.15,103273,-424.9
1415.7,103327,-428.3
1416.25,103380,-425.1
1416.8,103433,-424.8
1417.35,103486,-431.5
1417.9,103540,-427.8
1418.45,103593,-418.2
1419,103647,-424.7
1419.55,103700,-426.5
1420.1,103753,-423.7
1420.65,103806,-423.7
1421.2,103859,-422.6
1421.75,103912,-425.4
1422.3,103965,-422.4
1422.85,104016,-418.4
1423.4,104066,-420.3
1423.95,104117,-420.2
1424.5,104168,-418.7
1425.05,104219,-421.8
1425.6,104269,-420.8
1426.15,104319,-415
1426.7,104369,-420
1427.25,104419,-423.9
1427.8,104473,-424.6
1428.35,104526,-420.2
1428.9,104580,-419.7
1429.45,104632,-422.1
1430,104684,-420.3
1430.55,104736,-418.8
1431.1,104788,-419.5
1431.65,104839,-420.4
1432.2,104891,-422
1432.75,104945,-422.6
1433.3,104999,-421.8
1433.85,105052,-422.7
1434.4,105103,-412.2
1434.95,105154,-417.9
1435.5,105205,-420
1436.05,105256,-415.7
1436.6,105308,-418.1
1437.15,105359,-418.7
1437.7,105409,-414.7
1438.25,105459,-414.7
1438.8,105509,-416
1439.35,105559,-413.1
1439.9,105608,-414.7
1440.45,105657,-411
1441,105704,-412.6
1441.55,105751,-409.1
1442.1,105799,-413.4
1442.65,105850,-416
1443.2,105901,-422.2
1443.75,105953,-420.1
1444.3,106005,-418.9
1444.85,106058,-415.3
1445.4,106110,-420.1
1445.95,106164,-416.9
1446.5,106218,-421.2
1447.05,106271,-423.2
1447.6,106326,-421.6
1448.15,106382,-420.5
1448.7,106437,-426.3
1449.25,106494,-421.5
1449.8,106551,-424.5
1450.35,106608,-420.8
1450.9,106665,-424.9
1451.45,106722,-425.2
1452,106778,-424.7
1452.55,106839,-429
1453.1,106899,-428.9
1453.65,106960,-429.9
1454.2,107023,-430.4
1454.75,107086,-429.9
1455.3,107149,-430.8
1455.85,107214,-432.6
1456.4,107280,-433.1
1456.95,107346,-436.9
1457.5,107413,-430
1458.05,107481,-433.7
1458.6,107548,-431.1
1459.15,107615,-433.2
1459.7,107682,-430.1
1460.25,107749,-435.2
1460.8,107816,-430.6
1461.35,107884,-430.8
1461.9,107952,-438.6
1462.45,108020,-430
1463,108088,-427
1463.55,108157,-429.7
1464.1,108222,-428.7
1464.65,108287,-424.6
1465.2,108352,-434.6
1465.75,108418,-427.2
1466.3,108485,-426.1
1466.85,108551,-425.9
1467.4,108615,-426.1
1467.95,108679,-424.9
1468.5,108742,-422.5
1469.05,108808,-432.3
1469.6,108874,-426.6
1470.15,108940,-418
1470.7,109004,-424.7
1471.25,109069,-431.2
1471.8,109133,-426.4
1472.35,109198,-426.2
1472.9,109263,-419.5
1473.45,109328,-423.5
1474,109393,-424.4
1474.55,109458,-424.4
1475.1,109523,-426.3
1475.65,109590,-425.4
1476.2,109656,-421.6
1476.75,109723,-424.7
1477.3,109788,-421.8
1477.85,109854,-422.6
1478.4,109920,-425.8
1478.95,109987,-423.1
1479.5,110054,-422.9
1480.05,110121,-417.8
1480.6,110189,-427.6
1481.15,110258,-427.9
1481.7,110327,-421.4
1482.25,110396,-425.8
1482.8,110465,-424.5
1483.35,110534,-420
1483.9,110604,-426
1484.45,110673,-426.3
1485,110743,-425
1485.55,110814,-424.6
1486.1,110885,-422.5
1486.65,110955,-425.9
1487.2,111027,-427.4
1487.75,111098,-420.5
1488.3,111170,-421.3
1488.85,111242,-424.6
1489.4,111314,-427.6
1489.95,111386,-421.4
1490.5,111455,-418.7
1491.05,111525,-424.3
1491.6,111594,-418
1492.15,111661,-416.8
1492.7,111728,-420.1
1493.25,111795,-422.6
1493.8,111866,-421.9
1494.35,111937,-421
1494.9,112008,-418.6
1495.45,112078,-418.7
1496,112148,-424.7
1496.55,112218,-413.4
1497.1,112284,-416
1497.65,112351,-418.1
1498.2,112417,-415.4
1498.75,112486,-420.4
1499.3,112556,-422.1
1499.85,112625,-416.7
1500.4,112693,-414.9
1500.95,112761,-422.6
1501.5,112829,-414
1502.05,112893,-412.8
1502.6,112956,-411.4
1503.15,113020,-413.6
1503.7,113082,-412.7
1504.25,113145,-411.5
1504.8,113207,-411.8
1505.35,113268,-406.6
1505.9,113328,-413.5
1506.45,113388,-412.4
1507,113450,-413.2
1507.55,113512,-410
1508.1,113574,-406.8
1508.65,113635,-413.3
1509.2,113696,-414.7
1509.75,113757,-414.5
1510.3,113819,-411
1510.85,113880,-409.4
1511.4,113941,-404.6
1511.95,113997,-405.9
1512.5,114053,-409.9
1513.05,114109,-412.1
1513.6,114167,-408
1514.15,114225,-409.7
1514.7,114282,-400.7
1515.25,114338,-408
1515.8,114393,-406.6
1516.35,114448,-408.2
1516.9,114504,-402.3
1517.45,114559,-410.8
1518,114614,-407.9
1518.55,114671,-409.4
1519.1,114728,-408.6
1519.65,114784,-407.7
1520.2,114840,-405
1520.75,114895,-409
1521.3,114950,-411
1521.85,115005,-405.1
1522.4,115061,-403.9
1522.95,115116,-411.1
1523.5,115171,-405.7
1524.05,115226,-405.2
1524.6,115281,-410.9
1525.15,115335,-404
1525.7,115390,-405.9
1526.25,115445,-413.8
1526.8,115499,-404.9
1527.35,115553,-400.4
1527.9,115607,-402.9
1528.45,115658,-401.7
1529,115709,-403.1
1529.55,115759,-401.8
1530.1,115811,-405.3
1530.65,115863,-404.6
1531.2,115915,-402.9
1531.75,115965,-399.1
1532.3,116016,-403.7
1532.85,116066,-406.1
1533.4,116116,-397.6
1533.95,116166,-400.6
1534.5,116215,-398.4
1535.05,116265,-401.8
1535.6,116315,-405.3
1536.15,116365,-395.6
1536.7,116412,-399.3
1537.25,116460,-398.9
1537.8,116508,-399.3
1538.35,116555,-397.9
1538.9,116601,-393.9
1539.45,116648,-400.2
1540,116696,-400.6
1540.55,116744,-397.2
1541.1,116793,-398.4
1541.65,116839,-398.3
1542.2,116886,-393.7
1542.75,116933,-399.1
1543.3,116980,-399.2
1543.85,117027,-393.7
1544.4,117074,-398.6
1544.95,117121,-395.6
1545.5,117168,-401.4
1546.05,117216,-400.1
1546.6,117260,-387.8
1547.15,117304,-391.8
1547.7,117349,-389.3
1548.25,117394,-395.9
1548.8,117440,-401.7
1549.35,117485,-394.9
1549.9,117533,-398.2
1550.45,117580,-400.5
1551,117628,-393.7
1551.55,117673,-393.3
1552.1,117718,-392.1
1552.65,117763,-399.3
1553.2,117810,-395.4
1553.75,117858,-396.9
1554.3,117905,-398.5
1554.85,117952,-396.8
1555.4,117998,-391.9
1555.95,118045,-397.6
1556.5,118091,-394.7
1557.05,118137,-394
1557.6,118182,-388.4
1558.15,118226,-395.5
1558.7,118270,-386.8
1559.25,118313,-393.1
1559.8,118358,-392.8
1560.35,118403,-394.6
1560.9,118448,-395.4
1561.45,118494,-392.2
1562,118540,-394.9
1562.55,118586,-394.8
1563.1,118632,-391.4
1563.65,118679,-398.7
1564.2,118725,-396
1564.75,118770,-388.9
1565.3,118816,-392.7
1565.85,118861,-388.5
1566.4,118905,-395.1
1566.95,118949,-391.4
1567.5,118994,-389.3
1568.05,119036,-384.1
1568.6,119079,-392.3
1569.15,119122,-392.9
1569.7,119167,-390.1
1570.25,119213,-394.1
1570.8,119258,-396.3
1571.35,119304,-391.9
1571.9,119350,-390.2
1572.45,119395,-393.5
1573,119440,-385.1
1573.55,119484,-393.5
1574.1,119528,-385.6
1574.65,119570,-387.8
1575.2,119613,-389.6
1575.75,119655,-388.3
1576.3,119699,-392.4
1576.85,119744,-390.3
1577.4,119788,-388.9
1577.95,119833,-391.3
1578.5,119878,-393
1579.05,119923,-391.5
1579.6,119968,-389.6
1580.15,120013,-391.2
1580.7,120057,-390.6
1581.25,120101,-386.2
1581.8,120144,-389.5
1582.35,120188,-387.8
1582.9,120231,-388.9
1583.45,120275,-387.9
1584,120318,-386.2
1584.55,120360,-382.4
1585.1,120403,-390.6
1585.65,120445,-391
1586.2,120488,-382.5
1586.75,120532,-390.2
1587.3,120575,-389.2
1587.85,120619,-389.3
1588.4,120663,-388.3
1588.95,120708,-389.4
1589.5,120751,-388.3
1590.05,120793,-383.6
1590.6,120836,-386.4
1591.15,120878,-380.3
1591.7,120920,-387.6
1592.25,120961,-391.8
1592.8,121003,-384.3
1593.35,121046,-383.5
1593.9,121088,-387.7
1594.45,121131,-388.6
1595,121174,-387.6
1595.55,121218,-384.9
1596.1,121262,-389
1596.65,121307,-395
1597.2,121351,-390.4
1597.75,121396,-388.8
1598.3,121441,-391.3
1598.85,121486,-387.6
1599.4,121530,-390.5
1599.95,121575,-387.1
1600.5,121619,-385.5
1601.05,121661,-384
1601.6,121702,-387.6
1602.15,121744,-381.6
1602.7,121786,-384.8
1603.25,121829,-390.3
1603.8,121872,-388
1604.35,121915,-386
1604.9,121958,-387.6
1605.45,122001,-387.3
1606,122043,-385.6
1606.55,122085,-384.7
1607.1,122127,-385.6
1607.65,122169,-388.1
1608.2,122211,-382.8
1608.75,122253,-381.7
1609.3,122294,-383.9
1609.85,122336,-391.6
1610.4,122377,-383.3
1610.95,122419,-385.4
1611.5,122461,-385.1
1612.05,122502,-388.1
1612.6,122546,-384
1613.15,122589,-394.9
1613.7,122632,-383.2
1614.25,122674,-383.7
1614.8,122716,-387.5
1615.35,122758,-390.2
1615.9,122801,-382.6
1616.45,122844,-391.4
1617,122887,-384.7
1617.55,122929,-389
1618.1,122971,-379.8
1618.65,123013,-389
1619.2,123055,-390.1
1619.75,123098,-383.5
1620.3,123140,-381.4
1620.85,123180,-384
1621.4,123221,-383.9
1621.95,123261,-388.7
1622.5,123301,-379
1623.05,123342,-383.9
1623.6,123382,-385.5
1624.15,123424,-382.9
1624.7,123465,-388
1625.25,123507,-392.8
1625.8,123548,-382.6
1626.35,123590,-382.9
1626.9,123632,-383.7
1627.45,123670,-375
1628,123708,-382.6
1628.55,123746,-379.8
1629.1,123784,-375.6
1629.65,123822,-386
1630.2,123861,-382.7
1630.75,123901,-384.9
1631.3,123941,-380
1631.85,123980,-389.2
1632.4,124024,-388.3
1632.95,124068,-392.5
1633.5,124111,-386.4
1634.05,124154,-384.7
1634.6,124197,-392.3
1635.15,124240,-393.9
1635.7,124283,-387.2
1636.25,124326,-384.8
1636.8,124369,-381
1637.35,124410,-388
1637.9,124451,-384
1638.45,124492,-390.7
1639,124536,-392.5
1639.55,124580,-385
1640.1,124624,-391.8
1640.65,124667,-389.7
1641.2,124711,-385.2
1641.75,124754,-386.8
1642.3,124798,-388.6
1642.85,124841,-391.5
1643.4,124884,-385.8
1643.95,124926,-387.1
1644.5,124968,-385
1645.05,125010,-385.2
1645.6,125053,-390.3
1646.15,125096,-389.5
1646.7,125139,-389.1
1647.25,125183,-388.1
1647.8,125227,-390.6
1648.35,125271,-387.3
1648.9,125317,-393.5
1649.45,125363,-395.8
1650,125409,-384.4
1650.55,125452,-388.6
1651.1,125495,-390.5
1651.65,125539,-390.3
1652.2,125582,-383.2
1652.75,125625,-392.2
1653.3,125669,-384
1653.85,125713,-391.8
1654.4,125757,-391.4
1654.95,125801,-384.4
1655.5,125844,-384.4
1656.05,125887,-394.2
1656.6,125930,-390.1
1657.15,125977,-394.8
1657.7,126024,-393.8
1658.25,126071,-388.7
1658.8,126115,-389.7
1659.35,126158,-386
1659.9,126202,-385.1
1660.45,126244,-387.6
1661,126285,-382.2
1661.55,126327,-380.9
1662.1,126366,-383.6
1662.65,126406,-382.7
1663.2,126446,-377.1
1663.75,126484,-381.2
1664.3,126523,-377.2
1664.85,126561,-383.5
1665.4,126600,-379.5
1665.95,126639,-377
1666.5,126677,-380.3
1667.05,126718,-384.8
1667.6,126758,-383.2
1668.15,126799,-382.6
1668.7,126839,-380.4
1669.25,126878,-378.9
1669.8,126918,-386.1
1670.35,126960,-384.7
1670.9,127001,-383.5
1671.45,127043,-378
1672,127082,-375.9
1672.55,127120,-381.2
1673.1,127159,-379.2
1673.65,127199,-378.1
1674.2,127239,-383.5
1674.75,127278,-378
1675.3,127318,-374.1
1675.85,127359,-376.1
1676.4,127399,-378.7
1676.95,127435,-369.1
1677.5,127472,-375.3
1678.05,127509,-371.8
1678.6,127545,-369.4
1679.15,127582,-368.7
1679.7,127618,-375.1
1680.25,127655,-371.4
1680.8,127691,-376
1681.35,127728,-374.3
1681.9,127766,-375.5
1682.45,127803,-368.7
1683,127841,-379.6
1683.55,127879,-366.1
1684.1,127916,-370.8
1684.65,127954,-377.4
1685.2,127989,-370.2
1685.75,128025,-373.9
1686.3,128060,-365.8
1686.85,128095,-366.2
1687.4,128131,-370.1
1687.95,128166,-365.2
1688.5,128201,-371.3
1689.05,128235,-375.7
1689.6,128270,-372.2
1690.15,128306,-365
1690.7,128342,-361.2
1691.25,128378,-370.2
1691.8,128414,-373.9
1692.35,128451,-368
1692.9,128487,-366.2
1693.45,128524,-366.6
1694,128560,-374.7
1694.55,128597,-370.8
1695.1,128635,-370.2
1695.65,128673,-379.4
1696.2,128711,-372.3
1696.75,128748,-371.4
1697.3,128785,-365.6
1697.85,128822,-373
1698.4,128859,-374.5
1698.95,128896,-368.6
1699.5,128934,-370.3
1700.05,128969,-370.4
1700.6,129004,-365.6
1701.15,129040,-377.1
1701.7,129079,-375
